Sample	PC1	PC2	PC3	PC4	PC5	Celltype..Original.	Consortia	Library	CellType..Condensed.
E_423TBO_548ULT	-0.018037730021627	-0.0880679580680561	-0.0245822285062224	0.083953625238961	0.0336414782177035	Adrenal Gland	ENCODE	Paired	Intestine
E_869RCC_231OMQ	0.0111790192608834	-0.0888328171625861	0.000487509631389278	0.045463120680553	0.0264511566389532	Lhcn-M2	ENCODE	Single	Lhcn-M2
R_ENCBS948PMG	0.0501899564624948	0.0937026510652484	-0.0289749947689551	-0.000997311535629473	0.0160647215071408	Thymus	Roadmap	Single	Thymus
E_074ENC_911DVL_753AAA_754AAA	-0.0319778084299804	-0.0644936649431618	-0.0565831679481673	-0.0654622840621694	-0.0749466752085722	Foreskin Fibroblast	ENCODE	Single	Fibroblast
R_ENCBS099OIO	0.100685114189138	-0.105425377359712	0.033645684547848	-0.00748392277519035	0.0221104504275944	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
R_ENCBS615YKY	-0.0515694914416724	0.0396449451525027	-0.137019685827573	-0.0890062324723047	0.0425190573225749	Small Intestine	Roadmap	Single	Intestine
E_409AIP_174MRL	-0.0599172342997043	-0.0511828097507477	-0.0817809721822356	0.00532302199884412	0.0428862181807344	Transverse Colon	ENCODE	Paired	Transverse Colon
E_111ENC_780AAA_716AAA_051SJH_731AAA_734AAA_733AAA_732AAA	-0.0281518267400471	0.051153199951498	-0.0487106207324215	-0.0616161896152154	0.0748274939406777	H1-Hesc	ENCODE	Single	H1-Hesc
B_S00BXV11	0.088888930945039	0.00208130812165885	0.0175182262411685	-0.0334930352551472	-0.00272277449453633	Macrophage	Blueprint	Single	Macrophage
E_477CHZ_628ENC_626ENC	0.046276242248261	-0.0198246031075685	-0.0188946522880603	-0.0819707283617918	0.070610719741297	Cd14-Positive Monocyte	ENCODE	Single	Monocyte
R_ENCBS345TTL	0.1177850934968	-0.0646147854461359	0.0530941630007713	0.0609198447312334	0.0414716762999179	Muscle Of Back	Roadmap	Single	Muscle Of Back
E_077RUJ	-0.0849923654657065	-0.0329985154849256	-0.0485829342834126	0.0390384702819463	0.0388236432779863	Hepatocyte	ENCODE	Paired	Hepatocyte
B_S005EJ11	0.0291776596950452	0.123071623659474	0.0155087158762002	0.050507541456453	0.0146765709493596	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS645JEU	0.0250544182626381	0.0311959378402803	-0.0356074508060027	0.0342400923852008	0.0424885629108753	Ovary	Roadmap	Single	Ovary
R_ENCBS054WKY	0.119192217943899	-0.0567281288865184	0.0584788864010304	0.0678419321884447	0.0553227396960663	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
B_S00XWJ11	0.0577219351106613	0.0697734968774933	0.0104106665678217	-0.0287514481125954	0.0343715196944982	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
B_C005PS12	0.0348705035564349	0.0231206285964423	0.028361322965586	-0.0640602476033399	-0.0259446737286809	Cd14-Positive, Cd16-Negative Classical Monocyte	Blueprint	Paired	Monocyte
R_ENCBS917VNB	0.00372531814927237	-0.0921173124485149	-0.0478101860642692	0.0327267912795955	-0.143092222527373	Right Lung	Roadmap	Single	Lung
B_S00D0F11	0.0367008982183234	0.14584537217259	0.0418246962511745	-0.00969304051297377	0.00137242718784305	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS026RJE	-0.0964712914837058	-0.0399033801530926	0.140790165495194	-0.0794665521326318	0.0245772051570197	Renal Cortex Interstitium 	Roadmap	Single	Kidney
R_ENCBS620YJZ	-0.0920592096722747	-0.0021884735545399	0.162271702273017	-0.0224815903168361	-0.0147895377174146	Renal Cortex Interstitium 	Roadmap	Single	Kidney
B_C0011IB1	0.0530599528973284	-0.0316906767381181	0.0332221788809962	-0.0810073348319541	0.00272619205095991	Cd14-Positive Monocyte	Blueprint	Paired	Monocyte
R_ENCBS914JTX	-0.0557482466959805	-0.0735508521413778	-0.0545299738889334	-0.0716480019379692	0.0147345648551375	Pancreas	Roadmap	Single	Pancreas
B_S00CYP11	0.0190546894570679	0.148878723667249	0.0405018769034669	0.0357229736878696	-0.0339879135250416	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS180EDA	0.0407561710729052	0.0432876269445111	-0.0693060616277659	-0.040962996854997	-0.0437618358037559	Skin Fibroblast	Roadmap	Single	Fibroblast
B_S008H111	-0.0116231747190543	-0.0426906884313869	0.00428543060126294	0.0241601726686207	-0.0461181882773334	Cd4-Positive, Alpha-Beta T Cell	Blueprint	Paired	T-Cell
R_ENCBS448HVV	-0.09707759934756	0.0186157000211421	0.131732507034182	-0.0191801103922971	0.0163185068417551	Renal Cortex Interstitium 	Roadmap	Single	Kidney
R_ENCBS143LJK	-0.00823228317691766	-0.046098653360022	-0.030601207678989	0.113674783028625	-0.220255694552472	Left Lung	Roadmap	Single	Lung
B_S00CWT11	0.0357891410402445	0.109180648062036	0.0275190811846707	0.0882630442270617	0.0249782299593781	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
B_S00B0N11	0.0278759432511282	-0.0318223531465079	-0.017982195125044	0.0779351093132886	0.0524959873066123	Chronic Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
R_ENCBS992XAC	0.0681036494101613	-0.10611922357525	0.0198191219377648	-0.0665053511721527	0.0602199740988953	Muscle Of Trunk	Roadmap	Single	Muscle Of Trunk
R_ENCBS180RZG	0.103902142277018	-0.0655349393525832	0.0574434092577574	0.0753244452372904	0.0134701085798126	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
R_ENCBS143XQJ	0.101776229094798	-0.0935900299618591	0.00309039145425244	0.0131686903312393	0.0559375294916631	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
R_ENCBS529UES	-0.0550366614572498	0.0307374558294197	-0.138698184582874	-0.0755043910375781	0.0493645233749782	Small Intestine	Roadmap	Single	Intestine
B_S005FH11	0.0163868776868065	0.141963846649169	0.0489304566179952	0.0309771437911448	-0.0335356627058871	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS785KTZ	-0.0977078810997411	-0.0384925401420457	0.138340087164707	-0.0872671668689622	0.018179336087554	Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS434EOI	-0.102743455469796	-0.0147970967835793	0.135514038721585	-0.0389927330149297	0.0389002879831043	Kidney	Roadmap	Single	Kidney
R_ENCBS291NHF	-0.0331735836917712	0.0386367299275919	-0.0657784235271166	-0.036309187858721	-0.0930622015260935	Stomach	Roadmap	Single	Stomach
R_ENCBS172XKB	0.0261463198470153	0.0486957139386648	0.0252248970522273	0.0297629757078779	-0.0900037645516122	Heart	Roadmap	Single	Heart
B_S00HTF11	0.109777549263481	0.0642417909101321	0.0437167552301172	-0.068220593421848	-0.0264663064294989	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
R_ENCBS599HUG	0.0379546191554049	-0.0378049025328062	-0.0063484603443489	-0.0326546544500931	-0.0781010887529874	Spleen	Roadmap	Single	Spleen
X4102	-0.0968936367815079	0.0241891451511774	-0.022724631418721	0.107869055549612	0.0824222025330758	Hepatocyte	DEEP	Paired	Hepatocyte
X4125	-0.0996327498599531	0.017947057655077	-0.016073283447727	0.129045246999553	0.108631138468449	Hepatocyte	DEEP	Paired	Hepatocyte
R_ENCBS421OZO	-0.0206711046563936	-0.0534454926312247	-0.0121528671664271	0.0894228970798701	-0.209556461547098	Right Lung	Roadmap	Single	Lung
B_S00Y1311	0.0433388322289723	0.0162060383225115	0.0454647447688604	-0.0770226629457886	0.000678250765746409	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
B_S00CS011	0.102068300015595	0.0225026008742052	0.058558083891421	-0.0328969288848334	-0.047911261115949	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
E_520VFV	-0.081818700557265	-0.0339446363514664	-0.052937103409846	0.0472007915055622	0.0458476566713228	Hepatocyte	ENCODE	Paired	Hepatocyte
R_ENCBS246MHN	-0.0410570863020114	-0.0455750667182467	-0.117565575724064	-0.125604606302742	-0.0215892193171366	Stomach	Roadmap	Single	Stomach
R_ENCBS699KFK	-0.0605548348966722	0.0515803390805767	-0.12307483029846	-0.0826496508716702	0.0331376753513898	Large Intestine	Roadmap	Single	Intestine
E_234AAA	0.00548609927147055	-0.0991667970226101	-0.00200590337310762	0.0348251821518669	0.0267312712589428	Lhcn-M2	ENCODE	Single	Lhcn-M2
B_S013SS11	0.00564308901855063	0.111922643681385	0.0365984410203369	-0.0495539330295105	-0.0505913389196451	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS674SNK	-0.10025112350762	-0.00576782241303479	0.149961855819117	-0.0154068472796336	0.0040135126889234	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
B_S00CTZ11	0.106763411180992	0.032385062041285	0.059036348923076	-0.0549841153803356	-0.0416518692841571	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
R_ENCBS867ILV	-0.0573814167291068	0.0306068694767675	-0.134413560362973	-0.0782142016611748	0.0703709124849361	Large Intestine	Roadmap	Single	Intestine
B_S00Y6U11	0.0425657835513798	0.138229163580043	0.0308898187337334	-0.0318813456139398	0.0146652394302169	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS796DWQ	0.0295775440817658	-0.0534944926310715	-0.0371960207044982	0.0528914242014024	0.0744077998908066	Testis	Roadmap	Single	Testis
R_ENCBS341OKA	-0.0286655902330227	-0.123619514147428	-0.0366807600634907	-0.0219594228875428	-0.0104451217606164	Ovary	Roadmap	Single	Ovary
X4116	-0.120079576105357	0.0313254538732397	0.0029143396168871	0.0822141892759523	0.0379256745827123	Hepatocyte	DEEP	Paired	Hepatocyte
B_S00D5511	0.0275319173368523	0.118476336709905	0.0279267443993876	0.0257610575664632	-0.00241875824257678	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS263ZZU	-0.102470209608313	0.0128540730092695	0.12329350257733	-0.0245891482653464	0.0274625530217601	Kidney	Roadmap	Single	Kidney
R_ENCBS159PIU	-0.0368260582259232	-0.00554394335357488	-0.110136111302351	-0.0803532330810672	-0.0321437527337407	Stomach	Roadmap	Single	Stomach
X4111	-0.124253105334757	0.0327527959363252	-0.00271758389842741	0.114322683436428	0.0669252428149246	Hepatocyte	DEEP	Paired	Hepatocyte
E_852WTL_483ENC	0.0213007369296244	-0.0328595386065177	-0.0398696315864571	-0.0148660031478396	0.0555006041872801	B Cell	ENCODE	Single	B Cell
B_S00HSH11	0.0860178954874854	0.0793872059876196	0.0410863867065976	-0.0624398116250509	-0.057908554532037	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
R_ENCBS376PWL	-0.0977741742554292	-0.0380439327708263	0.134617777179696	-0.0336622667719329	0.0481223240871301	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
R_ENCBS262QPN	-0.101294219548456	-0.0232432293984737	0.135582012212787	-0.0411004735586097	0.0471825674028492	Renal Pelvis	Roadmap	Single	Kidney
E_328AAA	-0.0262980924417469	-0.0773072281272934	-2.25977165127754e-05	-0.0391204686027437	-0.0671166655023138	Skeletal Muscle Myoblast	ENCODE	Single	Skeletal Muscle Myoblast
R_ENCBS478OZL	-0.100837212538655	-0.00312390212499212	0.136411942260289	-0.0487014079436208	0.0388964317647219	Kidney	Roadmap	Single	Kidney
R_ENCBS993PWO	-0.01225609895866	-0.0256699421403675	-0.00280280378282888	0.0984583145745636	-0.247622111587687	Right Lung	Roadmap	Single	Lung
B_S00B2J11	0.0196925005430268	-0.0301247709877248	0.00730204542984567	0.080849896274882	0.0184239133733314	Chronic Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
R_ENCBS384LIR	0.116688876623593	-0.0762214318460969	0.0332001523927064	0.0586657617238899	0.0515351008378326	Muscle Of Back	Roadmap	Single	Muscle Of Back
R_ENCBS023IXF	0.0653315987399721	-0.085180005774323	-0.0256961798197873	-0.0702345604216931	0.0916054255622412	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
B_S00HRJ11	0.100772919036907	0.0706457034337422	0.0490394400038018	-0.0867525003531911	-0.0503303697221195	Macrophage	Blueprint	Single	Macrophage
E_589ENC_591ENC_818IBE_567ENC_565ENC_569ENC_564ENC_563ENC_586ENC	-0.0222343565196024	0.0471665597684702	-0.0505496249576483	-0.0571552610714456	0.00562082421416419	Keratinocyte	ENCODE	Single	Keratinocyte
R_ENCBS117CVU	-0.013545001228905	-0.0311550967043016	-0.0116264821775308	0.116305415964423	-0.233763154886595	Left Lung	Roadmap	Single	Lung
R_ENCBS078XUR	-0.00275496514319466	-0.0614143595366959	-0.0484690361819445	0.1001901546904	-0.189062272474616	Left Lung	Roadmap	Single	Lung
B_S004BT12	0.00707717252558502	0.0318321628345449	0.0260376975682824	-0.0143797469390998	-0.0172947536274508	Cd34-Negative, Cd41-Positive, Cd42-Positive Megakaryocyte Cell	Blueprint	Paired	Megakaryocyte
B_S00CR211	0.0879112771543862	0.00477680525432126	0.0685321696363321	-0.0586243401747824	-0.0719642940320887	Macrophage	Blueprint	Single	Macrophage
B_S00Y4Y11	0.040796648720915	0.100131821580044	0.0382614629154632	-0.0606765723713134	-0.0105532303077531	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS136SDO	0.112993247021131	-0.0658494988684341	0.0412353863529542	0.0679647580309589	0.0527839410968523	Muscle Of Back	Roadmap	Single	Muscle Of Back
R_ENCBS623YHX	-0.056805008363097	0.0415679594144573	-0.129173243983778	-0.0696331854362482	0.054749885411099	Small Intestine	Roadmap	Single	Intestine
B_S0022I12	0.0482172400840579	-0.069932714675342	0.0383457023180883	-0.115398240406798	-0.00365865495612651	Macrophage	Blueprint	Paired	Macrophage
R_ENCBS133LAN	-0.0598147727570801	0.0508966457059874	-0.125224485692101	-0.0878882520370529	0.0404158506422151	Small Intestine	Roadmap	Single	Intestine
B_S0022I14	0.071928651670195	0.0224467287918735	0.0381906092042783	-0.102512106610239	0.0114641873866563	Inflammatory Macrophage	Blueprint	Paired	Inflammatory Macrophage
E_524RBS_291PVB	-0.0558938586984014	-0.0865354602226284	-0.0373141364775953	0.0307687591285709	0.0041691499668209	Prostate Gland	ENCODE	Paired	Prostate Gland
B_S002S312	0.00729218033151801	0.0576928984401351	0.0245032908230721	-0.0234759750810109	0.00833057132430212	Erythroblast	Blueprint	Paired	Erythroblast
X4101	-0.11972559474544	0.040654054759733	-0.00817688537153711	0.122534403460629	0.0722139202094915	Hepatocyte	DEEP	Paired	Hepatocyte
E_018TPT	-0.0207952266400258	0.113577808348856	0.00873442424033066	0.0460790990786384	0.0181573668732177	Neural Progenitor Cell	ENCODE	Paired	Neural Progenitor Cell
B_S00JS911	0.096863697181276	0.0570968150813488	0.0517779980428816	-0.0918593610999202	-0.0666503182025169	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
R_ENCBS383OVQ	-0.0269644613864657	-0.0144337569009312	-0.13187618773623	-0.0648336942430683	0.0769799951371705	Large Intestine	Roadmap	Single	Intestine
X4105	-0.123116629998055	0.0384114870431919	0.0012141521126259	0.10084202161084	0.0686071479055236	Hepatocyte	DEEP	Paired	Hepatocyte
X4104	-0.104075068720178	0.0367175822662541	-0.0160738407559865	0.120820435465892	0.107234345642905	Hepatocyte	DEEP	Paired	Hepatocyte
X4107	-0.110316190105781	0.0434306138738169	-0.00597797630631293	0.133580855913246	0.0745059683088486	Hepatocyte	DEEP	Paired	Hepatocyte
X4109	-0.116255741046959	0.0269720345454953	-0.000184710528838533	0.139497681339024	0.0724994607051514	Hepatocyte	DEEP	Paired	Hepatocyte
X4108	-0.117945403468981	0.0449996653231581	-0.00448458130101732	0.111564079526703	0.0743348459512167	Hepatocyte	DEEP	Paired	Hepatocyte
E_921WWM_472LWI	-0.00205621125930559	-0.00346532287516361	0.0119792556810006	0.0345782146431724	0.0401713971061356	Gastrocnemius Medialis	ENCODE	Paired	Muscle Of Leg
R_ENCBS636QOC	-0.0913058255818459	-0.0466956854496827	0.130736326729733	-0.0890343376747827	-0.00381070918007653	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
R_ENCBS261IIB	0.108329651669596	-0.0543533165320555	0.0572160342400562	0.0695740819984764	0.0710458579111436	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
R_ENCBS445IVN	-0.0639145244539671	0.0306218506088517	-0.124972528643064	-0.0921538573586907	0.0559225756240187	Large Intestine	Roadmap	Single	Intestine
R_ENCBS890NFL	0.0492577155227996	0.0323496649858624	-0.0595147344527319	-0.0323901521030939	-0.0359958195130312	Skin Fibroblast	Roadmap	Single	Fibroblast
R_ENCBS441WEO	-0.0566985150910097	-0.0360936438083348	-0.0368103410260822	-0.149627868720651	-0.0537351107775047	Stomach	Roadmap	Single	Stomach
B_S00DFM11	0.0245174247453752	0.100152751092833	0.0176537024055674	0.0228795226767665	-0.00162377021886374	Acute Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
E_658GLE_376ASB	-0.0153583245274436	-0.0729737007250661	-0.0123717692942907	0.157841321963194	0.0497033582856688	Thyroid Gland	ENCODE	Paired	Thyroid Gland
E_367AAA	-0.019832321593288	-0.00645146409356829	-0.0423710107703926	-0.00745954148962044	-0.0735811625893622	Fibroblast Of Arm	ENCODE	Paired	Fibroblast
R_ENCBS825MQT	0.0956415295322349	-0.0861854559169506	0.00737177096625097	-0.00309325554936064	0.0309033005797789	Muscle Of Back	Roadmap	Single	Muscle Of Back
R_ENCBS105LQM	0.113918225346306	-0.0787987787144248	0.0277162580842797	0.0351820974171152	0.0939299126380337	Hindlimb Muscle	Roadmap	Single	Hindlimb Muscle
B_S00CXR11	0.0244874960381613	0.128669023318002	0.0361741694525763	0.0498952283953026	-0.00533017439067885	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS198CXJ	0.0596392803868821	0.0793939230523596	-0.0282777641068182	-0.0101601945908734	-0.00299663803721907	Thymus	Roadmap	Single	Thymus
R_ENCBS988KQJ	0.122106500346435	-0.0686037318688745	0.0429960127439145	0.0332415642979563	0.0758763167231778	Forelimb Muscle	Roadmap	Single	Forelimb Muscle
R_ENCBS467PJB	-0.0109411569478847	-0.0494572864540279	-0.0298170986911371	0.109206530262554	-0.220491448376448	Right Lung	Roadmap	Single	Lung
R_ENCBS947JRD	0.11527995160485	-0.0859253095252379	0.0268936173719817	0.010206917395466	0.0903001317687183	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
R_ENCBS935VKR	-0.102327756028471	-0.0445897457691492	0.12523699858311	-0.0889421565562297	0.0214017599201366	Right Renal Pelvis	Roadmap	Single	Kidney
E_371OZD_227VDO	0.00299441338047331	-0.0437637244411591	-0.0210510594897369	0.160838923078891	0.0536341047195971	Adrenal Gland	ENCODE	Paired	Intestine
B_S00D6311	0.0428433420694231	0.113264593115283	0.0157586199073184	0.102124370817153	0.031827043471088	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS200XAZ	0.0287538162290059	0.0629481960004487	-0.0201755281212481	0.0857588253661471	0.0215621545901072	Adrenal Gland	Roadmap	Single	Kidney
R_ENCBS034SKE	-0.105046483637313	-0.0171358240329535	0.135613471727565	-0.0292974789177271	0.0285510392198506	Kidney	Roadmap	Single	Kidney
R_ENCBS373RUA	0.0106902295965916	0.00268738031138331	-0.021267679592249	-0.016453947026324	0.0294673903866443	Spinal Cord	Roadmap	Single	Spinal Cord
R_ENCBS055ULH	-0.0993444017906173	-0.0417294187303493	0.13558020815824	-0.0459894774986871	0.0323519276577715	Left Renal Pelvis	Roadmap	Single	Kidney
B_S013N111	0.0194575513421556	0.119783098110128	0.0533585685850384	-0.0384705535751099	-0.055597371611732	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS716QQK	-0.0597216803140295	-0.0154310919458558	-0.138573035920915	-0.134206199308787	0.0183124211733726	Stomach	Roadmap	Single	Stomach
R_ENCBS754ANY	-0.0888979240855605	-0.0461398796600371	0.145600664621997	-0.0547060806504597	-0.0359156770856426	Left Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS599YIE	0.0281304486870341	0.0162083115475622	-0.0689283477603231	-0.0647466682212929	-0.0589982524589711	Fibroblast Of Skin Of Abdomen	Roadmap	Single	Fibroblast
B_S00XXH11	0.0338564646624824	0.130311940329503	0.0589048236601574	0.0198202055463822	-0.0213035251237111	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS818WCN	-0.08969249258629	-0.0273229899660018	0.157439262366721	-0.0403709191483129	-0.0412111726998463	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
R_ENCBS997WGU	-0.0587906238138852	0.0475590497376933	-0.125884473038753	-0.0849460253895873	0.0476862830169305	Large Intestine	Roadmap	Single	Intestine
R_ENCBS660CJK	0.021352182969015	0.0718861972414205	-0.0285750651818168	0.0613773095485261	0.0365896352311472	Adrenal Gland	Roadmap	Single	Kidney
R_ENCBS100DZU	-0.0952087658518299	-0.0375052015546847	0.150851956655819	-0.0538548684885369	-0.0209462713993175	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
E_020UWI_887WTT	-0.0310664443259764	-0.0861589541847116	0.00151976968425711	0.059626285892039	-0.0557342152666402	Uterus	ENCODE	Paired	Uterus
R_ENCBS859ASH	-0.0135251643659991	-0.0323816203550342	-0.00918058127499177	0.109683547905796	-0.238485739548132	Left Lung	Roadmap	Single	Lung
B_C006NSB1	0.0111675338627728	0.0676686514242736	0.0264213534479613	-0.0146436359401257	-0.0310738110971555	Cd34-Negative, Cd41-Positive, Cd42-Positive Megakaryocyte Cell	Blueprint	Paired	Megakaryocyte
R_ENCBS878MRX	-0.0367009474308034	0.00223078520334449	-0.108669578346268	-0.0879296556705856	-0.0389899425203858	Stomach	Roadmap	Single	Stomach
R_ENCBS300UPT	0.0114197007145802	-0.0101314350456731	-0.0348660962880422	-0.0162352138610278	0.042935198280854	Spinal Cord	Roadmap	Single	Spinal Cord
E_665DRD	-0.0288844435074992	-0.0829456421048308	0.00119499409496018	-0.0387923379501992	-0.0708325851524602	Skeletal Muscle Myoblast	ENCODE	Single	Skeletal Muscle Myoblast
B_S001MJ12	0.0740626725367226	-0.00158831715239384	0.0351331048101381	-0.0953676990254971	0.0269808957222904	Inflammatory Macrophage	Blueprint	Paired	Inflammatory Macrophage
B_S00Y0511	0.0463273571401097	0.0983669840113467	0.0242793380097684	0.0187349945766752	0.0188802157405764	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
E_112ENC_124GGK_774AAA_719AAA_743IPG	0.00167640188301141	-0.0375618544505051	-0.0484296204999378	-0.0351689141090704	0.00279765882158305	Endothelial Cell Of Umbilical Vein	ENCODE	Single	Endothelial Cell Of Umbilical Vein
B_S001S714	0.0562730094508476	-0.00651533689984109	0.0349332726253541	-0.142652107406584	0.0045056768539492	Macrophage	Blueprint	Paired	Macrophage
B_S013RU11	0.0316785919357568	0.107626032218393	0.0552805876716966	-0.079739556970528	-0.0473633991512899	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS174IGM	0.118525836070643	-0.0740714131219331	0.0583091268799316	0.0195936220961056	0.0344137555609824	Muscle Of Back	Roadmap	Single	Muscle Of Back
