Sample	PC1	PC2	PC3	PC4	PC5	Celltype..Original.	Consortia	Library	CellType..Condensed.
R_ENCBS143XQJ	0.0727244435541476	0.0633993908730098	-0.0426789994226068	0.0443266246083006	-0.00272708573078286	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
R_ENCBS529UES	0.0721775524422196	0.0133399870513017	0.0155164639648601	-0.00993321023506996	-0.116965238516117	Small Intestine	Roadmap	Single	Intestine
B_S005FH11	0.0687000831834933	-0.117160919685034	-0.029213849312041	0.0429711592534972	0.0113651814390542	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS785KTZ	0.0732803775677824	0.0595808265008477	0.0532038090341276	0.0521134607157106	0.0569808682432435	Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS434EOI	0.0727050627509682	0.0616727715689008	0.0585047552348174	0.0520110326632651	0.0616007378691033	Kidney	Roadmap	Single	Kidney
R_ENCBS291NHF	0.0739541377085425	0.0181876090052585	0.0119158567144691	0.00453193993981381	-0.0849336542577808	Stomach	Roadmap	Single	Stomach
R_ENCBS172XKB	0.0712563957632649	0.0431302842192827	0.0115422191467912	0.0550847380953626	-0.0254211592589	Heart	Roadmap	Single	Heart
B_S00HTF11	0.0659674199273423	-0.0894097392157664	0.033160598477581	-0.0683183682248116	0.111460075494378	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
R_ENCBS599HUG	0.0738823934088848	0.0116603338985512	-0.00187211574017439	0.0599312646502268	0.0148534156343567	Spleen	Roadmap	Single	Spleen
X4102	0.070517640236695	0.00992920978145639	0.0595511419247385	-0.118059500115067	-0.0645356172911696	Hepatocyte	DEEP	Paired	Hepatocyte
X4125	0.0702782520865472	0.00494662900563028	0.0521438941604068	-0.119434201027055	-0.0736523984177394	Hepatocyte	DEEP	Paired	Hepatocyte
R_ENCBS421OZO	0.0723956105617058	0.0522021193901516	0.0357201852691229	0.0494952027516162	0.0585522168008352	Right Lung	Roadmap	Single	Lung
B_S00Y1311	0.0684625168609467	-0.117399139718754	-0.0265162673055683	0.0448847128941063	0.0207692819913549	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
B_S00CS011	0.0671857003425179	-0.0958591268224783	0.0317469963339359	-0.0387356415268944	0.0995657990147405	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
E_520VFV	0.0698698697163577	0.00941126264508924	0.0528140969861149	-0.126434498299559	-0.0775000468081743	Hepatocyte	ENCODE	Paired	Hepatocyte
R_ENCBS246MHN	0.0741336482283495	0.0271090400982381	0.0138737534920052	0.00563443063527865	-0.078198804508829	Stomach	Roadmap	Single	Stomach
R_ENCBS699KFK	0.0734043710830087	0.0132332382795063	0.013185560835096	-8.3019062917261e-05	-0.100717350602179	Large Intestine	Roadmap	Single	Intestine
E_234AAA	0.0626567344912668	0.0521447928402484	-0.112636338378354	-0.0922620574377327	0.00499793075728552	Lhcn-M2	ENCODE	Single	Lhcn-M2
B_S013SS11	0.0687937809163388	-0.112301331085005	-0.0230219046195351	0.0447385925662545	0.0146380328824673	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS674SNK	0.0729172712198858	0.0635202433154134	0.054333109615303	0.0493025258740327	0.0653205610937442	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
B_S00CTZ11	0.065889305024249	-0.0894067714493972	0.042788678343398	-0.0557260195195333	0.113293726953386	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
R_ENCBS867ILV	0.0730680558843012	0.0145909929053746	0.0220378424356559	-0.00365956722313817	-0.102302963200951	Large Intestine	Roadmap	Single	Intestine
B_S00Y6U11	0.068809789245597	-0.116258112833031	-0.0335735081997873	0.0432513766826963	0.00884727176672057	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS796DWQ	0.0708162038657801	0.0401108336321594	0.0801013700214324	0.0230025571613541	0.0003833820473301	Testis	Roadmap	Single	Testis
R_ENCBS341OKA	0.072108912684689	0.0417802418286941	0.0584754302632561	0.0231819918876327	-0.00243960254150144	Ovary	Roadmap	Single	Ovary
X4116	0.0703323201056447	0.00412376759414667	0.0508497626946177	-0.119132508084931	-0.0771331631054363	Hepatocyte	DEEP	Paired	Hepatocyte
B_S00D5511	0.0671289766822553	-0.119827811920101	-0.0302792182513049	0.0370716886889361	0.0218508082555945	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS263ZZU	0.0724241062875483	0.0648815581237832	0.0562165749475091	0.0521617394236158	0.0565153410255077	Kidney	Roadmap	Single	Kidney
R_ENCBS159PIU	0.0730558200644364	0.0288577803895699	0.0173846134093749	0.0104482124591291	-0.0850921098985997	Stomach	Roadmap	Single	Stomach
X4111	0.0699306031177083	0.00672533607386048	0.0515299365547046	-0.127935881001701	-0.0792047532040464	Hepatocyte	DEEP	Paired	Hepatocyte
E_852WTL_483ENC	0.0548444949815794	-0.0464710744760028	-0.13142599498204	-0.00186998988912444	-0.128124776727756	B Cell	ENCODE	Single	B Cell
B_S00HSH11	0.0672168850777651	-0.0939431377148746	0.0311769860227765	-0.0556228091070305	0.0972143454284999	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
R_ENCBS376PWL	0.0726271090686182	0.0632751718149674	0.0554187374171298	0.0552589903252603	0.0637780365642904	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
R_ENCBS262QPN	0.0726716978702473	0.0629195169957118	0.0578119826111136	0.0512860000291845	0.0647306315522547	Renal Pelvis	Roadmap	Single	Kidney
E_328AAA	0.0612826880470979	0.0641055317378768	-0.135375113504343	-0.135034646746516	0.0644339392431921	Skeletal Muscle Myoblast	ENCODE	Single	Skeletal Muscle Myoblast
R_ENCBS478OZL	0.0729024619075632	0.0597133063759613	0.0590347660803531	0.0517385881707742	0.0637050913387394	Kidney	Roadmap	Single	Kidney
R_ENCBS993PWO	0.0720723268373755	0.0534196179743627	0.0282107448604173	0.0543759232807456	0.060857360967219	Right Lung	Roadmap	Single	Lung
B_S00B2J11	0.0564070221443544	-0.0540551436483481	-0.124971187176452	-0.00609245805282724	-0.136128055255862	Chronic Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
R_ENCBS384LIR	0.0731716659458851	0.0630644889842883	-0.0374180794133867	0.0433585090252921	0.00504865649285194	Muscle Of Back	Roadmap	Single	Muscle Of Back
R_ENCBS023IXF	0.0732609751801571	0.0611206712747265	-0.0344541635910421	0.0452616478315781	0.00236298723117538	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
B_S00HRJ11	0.0676641599119415	-0.0921176047935952	0.033135104186778	-0.0546803319720446	0.102377035860694	Macrophage	Blueprint	Single	Macrophage
E_589ENC_591ENC_818IBE_567ENC_565ENC_569ENC_564ENC_563ENC_586ENC	0.0620792044451733	0.0339258040846068	-0.0853784564415496	-0.109287226378107	0.00834438890659363	Keratinocyte	ENCODE	Single	Keratinocyte
R_ENCBS117CVU	0.0721565032186949	0.0551426580705758	0.0274531965576313	0.0511707227765102	0.0594639551787324	Left Lung	Roadmap	Single	Lung
R_ENCBS078XUR	0.0721774735367196	0.057191908331945	0.028432539171461	0.0501105836497139	0.05717139268769	Left Lung	Roadmap	Single	Lung
B_S004BT12	0.0644755140743005	-0.101942479814661	-0.036822918757733	0.0164143117063103	-0.0219076018966249	Cd34-Negative, Cd41-Positive, Cd42-Positive Megakaryocyte Cell	Blueprint	Paired	Megakaryocyte
B_S00CR211	0.0681598770899091	-0.0920948024547429	0.0351736612062031	-0.0430784010720978	0.0979059866004356	Macrophage	Blueprint	Single	Macrophage
B_S00Y4Y11	0.0672175514593527	-0.118519496156439	-0.0251726081551811	0.046314518413789	0.0287695572869408	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS136SDO	0.0733409003072938	0.0621233487530803	-0.037321371312845	0.0500412715157528	-0.00258556560956141	Muscle Of Back	Roadmap	Single	Muscle Of Back
R_ENCBS623YHX	0.0735943412689596	0.0157115935656494	0.0185173594675809	0.00188167528186907	-0.0992430485834628	Small Intestine	Roadmap	Single	Intestine
B_S0022I12	0.067145104914176	-0.0934106879610997	0.0306849359489458	-0.0421132139289367	0.108236768331432	Macrophage	Blueprint	Paired	Macrophage
R_ENCBS133LAN	0.0727822880680051	0.0103976261519035	0.00802532035120806	-0.000920230873237907	-0.114116110322138	Small Intestine	Roadmap	Single	Intestine
B_S0022I14	0.0678021250419849	-0.0904423679674971	0.0244470542791418	-0.0508875195167575	0.0993735822565047	Inflammatory Macrophage	Blueprint	Paired	Inflammatory Macrophage
E_524RBS_291PVB	0.0692994669435933	0.0254655944148944	0.00734789033513389	-0.00214908920905898	-0.0815756133976122	Prostate Gland	ENCODE	Paired	Prostate Gland
B_S002S312	0.067778268704421	-0.0902409533759255	-0.0174223974791697	0.0117555177750513	-0.0526180702025014	Erythroblast	Blueprint	Paired	Erythroblast
X4101	0.0690976669335451	0.0129571474188674	0.0541384217817945	-0.13291818212951	-0.0778130523059284	Hepatocyte	DEEP	Paired	Hepatocyte
E_018TPT	0.0558059263470173	-0.0290231238476334	0.130358015976054	-0.133267278214251	-0.0134802669933128	Neural Progenitor Cell	ENCODE	Paired	Neural Progenitor Cell
B_S00JS911	0.0668966314010336	-0.0895536110670026	0.0431280223406351	-0.0641372111241136	0.109146944191162	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
R_ENCBS383OVQ	0.0732501920410589	0.0215005042412302	0.00611834925191983	0.00369585196351904	-0.104425765098494	Large Intestine	Roadmap	Single	Intestine
X4105	0.0702082928946323	0.00228143890023758	0.0516729582299891	-0.12138884766146	-0.0776761956913434	Hepatocyte	DEEP	Paired	Hepatocyte
X4104	0.0694263514545622	0.00818220271925596	0.0469772125370038	-0.125930258943491	-0.0784754791369403	Hepatocyte	DEEP	Paired	Hepatocyte
X4107	0.0695527224958481	0.0135534409536861	0.0597061119613427	-0.125092895275443	-0.0804334206670747	Hepatocyte	DEEP	Paired	Hepatocyte
X4109	0.0702196360352255	0.00891852045092621	0.0487137406914197	-0.123802714719283	-0.0810749116402925	Hepatocyte	DEEP	Paired	Hepatocyte
X4108	0.0697380979913933	0.0117619529497324	0.0557213275806476	-0.128311629787185	-0.0782715792644112	Hepatocyte	DEEP	Paired	Hepatocyte
E_921WWM_472LWI	0.0566906765989653	0.0150463610284204	-0.0494623229003434	0.0595224890691506	-0.144296665482548	Gastrocnemius Medialis	ENCODE	Paired	Muscle Of Leg
R_ENCBS636QOC	0.072983300083945	0.0601145818454752	0.0557999374638669	0.05337916586029	0.0590292168839539	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
R_ENCBS261IIB	0.0729334522935112	0.0631469674845855	-0.0400685550244723	0.0481868272404531	-0.00733424790231405	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
R_ENCBS445IVN	0.0743845414883687	0.0187448564832452	0.0166859821045481	0.00372838196355891	-0.0880847585439645	Large Intestine	Roadmap	Single	Intestine
R_ENCBS890NFL	0.0650263471000997	0.0704049237412575	-0.135997156487287	-0.0923563054036489	0.0584894210377059	Skin Fibroblast	Roadmap	Single	Fibroblast
R_ENCBS441WEO	0.0741406838531971	0.0205697606731992	0.0243164608772711	-0.00119329076540904	-0.0744209042098657	Stomach	Roadmap	Single	Stomach
B_S00DFM11	0.0651949459420593	-0.0967101732396854	-0.0729205881246526	0.0239765948055008	-0.0595366691528503	Acute Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
E_658GLE_376ASB	0.0686345157168491	0.0362988054347025	0.0527612426405908	0.00806494971734941	-0.0366690914070372	Thyroid Gland	ENCODE	Paired	Thyroid Gland
E_367AAA	0.0597647257470657	0.0586867081348887	-0.144342063921038	-0.152994752071274	0.0648882482383198	Fibroblast Of Arm	ENCODE	Paired	Fibroblast
R_ENCBS825MQT	0.0730003211217934	0.0606235334249506	-0.0387373100247959	0.0444585620427588	-8.10645068530841e-05	Muscle Of Back	Roadmap	Single	Muscle Of Back
R_ENCBS105LQM	0.0724552451853859	0.0613848960892906	-0.0442842040601813	0.0516037266912844	-0.0057631145234247	Hindlimb Muscle	Roadmap	Single	Hindlimb Muscle
B_S00CXR11	0.0684717864585617	-0.116547693259853	-0.0236885821865973	0.0342503005566667	0.0350829944501813	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS198CXJ	0.0656338912322614	-0.0184458531328319	-0.0846743560728771	0.0979510826123719	-0.102451144668082	Thymus	Roadmap	Single	Thymus
R_ENCBS988KQJ	0.0726092868133281	0.0604217219076741	-0.048587436844943	0.0481753210800147	-0.0100402390521394	Forelimb Muscle	Roadmap	Single	Forelimb Muscle
R_ENCBS467PJB	0.0720998266387819	0.0577857652549165	0.0292720004481911	0.053433509101848	0.0586165928368203	Right Lung	Roadmap	Single	Lung
R_ENCBS947JRD	0.0728872888633092	0.0614977850009364	-0.0424893593351583	0.0486471985447743	-0.00394705148041101	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
R_ENCBS935VKR	0.072681620149615	0.0638187174317305	0.0577949683348579	0.0542090358607878	0.0583358232710764	Right Renal Pelvis	Roadmap	Single	Kidney
E_371OZD_227VDO	0.0612710416366337	0.000813566917111382	0.143707010557376	-0.0325784431793317	-0.055267851423359	Adrenal Gland	ENCODE	Paired	Intestine
B_S00D6311	0.0679513070634966	-0.116918476764884	-0.0363111734333906	0.0435854798141727	0.0100094609114654	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS200XAZ	0.0607191082407367	-0.00355860987450265	0.144475590001484	-0.0218639513251463	-0.056936529288118	Adrenal Gland	Roadmap	Single	Kidney
R_ENCBS034SKE	0.0726539445925916	0.0620580978633301	0.0622715854432216	0.0531696860802856	0.0605689196650064	Kidney	Roadmap	Single	Kidney
R_ENCBS373RUA	0.0558970730518069	-0.0137558259349653	0.170131088548802	-0.0142771468764809	-0.0324550730238871	Spinal Cord	Roadmap	Single	Spinal Cord
R_ENCBS055ULH	0.0728482541705958	0.0633824754275349	0.0538247740877859	0.0528947277333841	0.0628365507997134	Left Renal Pelvis	Roadmap	Single	Kidney
B_S013N111	0.067317774007531	-0.121787573820351	-0.0280096416754515	0.0444964259892928	0.0180625121584591	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS716QQK	0.0743635407750518	0.0224241373741402	0.0133023232582934	0.00556117715546183	-0.0785396884513429	Stomach	Roadmap	Single	Stomach
R_ENCBS754ANY	0.0728724501933928	0.0614594131277439	0.0553772898071343	0.0561787396271049	0.0606664780977001	Left Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS599YIE	0.0662485457056875	0.0656906428446851	-0.118554678008513	-0.0881142984784655	0.0648360559267949	Fibroblast Of Skin Of Abdomen	Roadmap	Single	Fibroblast
B_S00XXH11	0.0681775307040507	-0.116372154878035	-0.0233377400145122	0.0439222475097392	0.0284677005303845	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS818WCN	0.072938482245056	0.0595140925753003	0.0556381740195912	0.0523934268110301	0.0652922938375248	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
R_ENCBS997WGU	0.073501574631604	0.0142084827239554	0.0165478849055624	-0.000969545060678604	-0.0992713203327871	Large Intestine	Roadmap	Single	Intestine
R_ENCBS660CJK	0.0636853775556743	-0.00104056443766928	0.145274593956459	-0.025564178669946	-0.0543981381041022	Adrenal Gland	Roadmap	Single	Kidney
R_ENCBS100DZU	0.0728648046531349	0.0607318574260819	0.0546719674993175	0.0517181739685693	0.0636196281308521	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
E_020UWI_887WTT	0.0664920187238841	0.0203216758580772	0.000302570079416992	-0.0149722170897927	-0.0562959308801316	Uterus	ENCODE	Paired	Uterus
R_ENCBS859ASH	0.0721108396411607	0.0553188743109012	0.0282242805625998	0.0555306585385393	0.0584273962726819	Left Lung	Roadmap	Single	Lung
B_C006NSB1	0.0648683726476775	-0.0994660781573079	-0.0417238500335211	0.0165500385701991	-0.023349503263964	Cd34-Negative, Cd41-Positive, Cd42-Positive Megakaryocyte Cell	Blueprint	Paired	Megakaryocyte
R_ENCBS878MRX	0.0731430915166919	0.0274066723314088	0.017755892351854	0.00656623174954117	-0.0847037097742404	Stomach	Roadmap	Single	Stomach
R_ENCBS300UPT	0.0574877623100972	-0.00915420313724284	0.167290558537207	-0.0185075103929486	-0.0257045202714658	Spinal Cord	Roadmap	Single	Spinal Cord
E_665DRD	0.0618329005285227	0.0630740553283145	-0.133153281935496	-0.131836175991567	0.0682352984870962	Skeletal Muscle Myoblast	ENCODE	Single	Skeletal Muscle Myoblast
B_S001MJ12	0.0669938915207051	-0.0919943156824254	0.0297878258597737	-0.0488318495179531	0.104774842875464	Inflammatory Macrophage	Blueprint	Paired	Inflammatory Macrophage
B_S00Y0511	0.0672577137394811	-0.118868880632308	-0.0328425600298514	0.0502673387247798	0.0176050898983796	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
E_112ENC_124GGK_774AAA_719AAA_743IPG	0.0640171859690883	0.0211924979448481	-0.0570559181757163	-0.0963282672792319	0.0788150005529713	Endothelial Cell Of Umbilical Vein	ENCODE	Single	Endothelial Cell Of Umbilical Vein
B_S001S714	0.0671265750779237	-0.0908287654225992	0.0351872049311242	-0.0489201095228798	0.107388844514125	Macrophage	Blueprint	Paired	Macrophage
B_S013RU11	0.0674462961396978	-0.122117578923808	-0.0317594809599652	0.042017905914934	0.0204689406730547	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS174IGM	0.0729608640392567	0.0610598156765206	-0.0424987606577324	0.0476281349357878	-0.0050200663208029	Muscle Of Back	Roadmap	Single	Muscle Of Back
R_ENCBS516CJQ	0.0725421980930213	0.0631386814796237	-0.0443043634826228	0.0505302446887114	-0.00868944143947547	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
