Sample	PC1	PC2	PC3	PC4	PC5	Celltype..Original.	Consortia	Library	CellType..Condensed.
E_111ENC_780AAA_716AAA_051SJH_731AAA_734AAA_733AAA_732AAA	0.0643100895960545	-0.018855119429517	0.00675109118120646	-0.0379221318161944	-0.116435163056547	H1-Hesc	ENCODE	Single	H1-Hesc
B_S00BXV11	0.0668261233058089	0.0775368796106974	0.0145186606051031	0.0311181913101765	0.141244599497603	Macrophage	Blueprint	Single	Macrophage
E_477CHZ_628ENC_626ENC	0.060935550372394	0.101469684642516	0.0314950291227572	0.0240166902120789	0.0617383663009741	Cd14-Positive Monocyte	ENCODE	Single	Monocyte
R_ENCBS345TTL	0.0712886368558884	-0.070441108834106	0.0605487658231264	-0.0539483962296216	0.0730161232658563	Muscle Of Back	Roadmap	Single	Muscle Of Back
E_077RUJ	0.0677486125518876	0.00413516666043987	-0.101333845240178	-0.0495805175295092	-0.0885275331123513	Hepatocyte	ENCODE	Paired	Hepatocyte
B_S005EJ11	0.0664930822317726	0.0989215751307204	0.0491065926169353	0.0306690549489271	-0.0687855928653955	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS645JEU	0.0714580504691676	-0.0487996179401205	0.02216246860982	0.0338534355266852	-0.0368058523191156	Ovary	Roadmap	Single	Ovary
R_ENCBS054WKY	0.0710037315178245	-0.0732250080202051	0.0617949883062124	-0.0601295685435479	0.0690380299107447	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
B_S00XWJ11	0.0642320273236197	0.125470434884245	0.0384393914146274	0.0300344208940773	0.0256164777180715	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
B_C005PS12	0.0603579914353587	0.118931871907065	0.0257109484954648	0.0292114772353127	0.0771274069927222	Cd14-Positive, Cd16-Negative Classical Monocyte	Blueprint	Paired	Monocyte
R_ENCBS917VNB	0.0731153244397484	-0.0633472098135603	0.0183510442009763	0.0440294628667317	-0.00485813628031832	Right Lung	Roadmap	Single	Lung
B_S00D0F11	0.0672983194244839	0.114440737259568	0.0491573546736573	0.0282988321552948	-0.0343611522820503	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS026RJE	0.0732089506326778	-0.0664019204436891	-0.0137607574207034	0.0715868386714173	-0.0380070232992094	Renal Cortex Interstitium 	Roadmap	Single	Kidney
R_ENCBS620YJZ	0.073164540607277	-0.0594626528521517	-0.0196526628158719	0.0764702449667743	-0.0379120725612384	Renal Cortex Interstitium 	Roadmap	Single	Kidney
B_C0011IB1	0.0628867191135593	0.123386703751726	0.0262419540328678	0.0319431060009937	0.0830815137077465	Cd14-Positive Monocyte	Blueprint	Paired	Monocyte
R_ENCBS914JTX	0.0628911908041665	-0.0328207704874775	-0.0626777247623121	0.0508384939984004	0.0121343887724881	Pancreas	Roadmap	Single	Pancreas
B_S00CYP11	0.0673831854018311	0.105459416727388	0.0466778985653749	0.0254632706673558	-0.0656058589799442	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS180EDA	0.0707888504910481	-0.0491568301243912	0.0310166236345544	-0.0726005756600672	0.00759281849770185	Skin Fibroblast	Roadmap	Single	Fibroblast
B_S008H111	0.064130494907779	0.0942155793330194	0.0307223755209108	0.0217567986308396	-0.0544763111687145	Cd4-Positive, Alpha-Beta T Cell	Blueprint	Paired	T-Cell
R_ENCBS448HVV	0.0729429087184867	-0.060569597143565	-0.0219561908584593	0.0861277573228449	-0.0485843959819957	Renal Cortex Interstitium 	Roadmap	Single	Kidney
R_ENCBS143LJK	0.0732699315939043	-0.0514922050522986	0.00926629147517759	0.0619405284431494	-0.0308739007481627	Left Lung	Roadmap	Single	Lung
B_S00CWT11	0.066712581315584	0.103561297672238	0.043470145946575	0.0256943572754529	-0.0693732915144473	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
B_S00B0N11	0.0641021499517019	0.0913800145950088	0.0354374648699499	0.0301100409554897	-0.0591041268722117	Chronic Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
R_ENCBS992XAC	0.0695759724119432	-0.0809380333110253	0.0480974624993367	-0.05318048008734	0.0989372065803509	Muscle Of Trunk	Roadmap	Single	Muscle Of Trunk
R_ENCBS180RZG	0.0715907333956619	-0.0711950045837467	0.0578795520518486	-0.0465496743659673	0.0594801417490453	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
R_ENCBS754TWW_ENCBS048TNH	0.0618102418701055	-0.0171339323130973	0.0269426188985341	-0.0845886247378315	-0.0196844280927704	Imr-90	Roadmap	Single	Imr-90
R_ENCBS143XQJ	0.0716359239497971	-0.079173347614656	0.0597778774820526	-0.0441436668981972	0.0598632493009463	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
R_ENCBS529UES	0.0714202317496099	-0.0519693256816447	-0.0444487693894568	0.0851657508564216	-0.00956704556412616	Small Intestine	Roadmap	Single	Intestine
B_S005FH11	0.0673930029332232	0.108292590190523	0.0431883411853806	0.0206036053456001	-0.0652757325453268	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS785KTZ	0.073185136163937	-0.066297887553421	-0.0164093205476878	0.0731808337906446	-0.0332010158919249	Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS434EOI	0.0730032405487214	-0.0627405160855621	-0.0225504654563176	0.0829929186164611	-0.0443165330997266	Kidney	Roadmap	Single	Kidney
R_ENCBS291NHF	0.0724726631755206	-0.0457896559892186	-0.00908323084525115	0.0557001068430626	-0.00903956623548765	Stomach	Roadmap	Single	Stomach
R_ENCBS172XKB	0.0705900126803996	-0.0589418902351301	0.0286610115951597	-0.0232285440390952	0.0400026556186603	Heart	Roadmap	Single	Heart
B_S00HTF11	0.0668914876041918	0.0786739279435141	0.0148289773335035	0.029763198507212	0.153805518138455	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
R_ENCBS599HUG	0.0728618729073516	-0.0209810400437505	0.0337027960896464	0.052703677650668	0.0426687154823402	Spleen	Roadmap	Single	Spleen
X4102	0.0570367292989823	0.0326363869543887	-0.240786304895525	-0.0202213397734771	0.0833652774998067	Hepatocyte	DEEP	Paired	Hepatocyte
X4125	0.0564662420964369	0.0361310109382631	-0.25549099245414	-0.0423568311992176	0.0294720754085796	Hepatocyte	DEEP	Paired	Hepatocyte
R_ENCBS421OZO	0.0733993554361649	-0.0513840400273335	0.00670779595072606	0.0567880938219297	-0.030565192835354	Right Lung	Roadmap	Single	Lung
B_S00Y1311	0.0665697237556053	0.118339671267025	0.031454152318368	0.0233737185010627	0.0306824422844057	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
B_S00CS011	0.0664864537615715	0.0900357584566732	0.0137773917701414	0.0318757508634461	0.134045128897228	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
E_520VFV	0.0678687883541997	0.00265192338540388	-0.0993465538644087	-0.0473576759375049	-0.093072997992432	Hepatocyte	ENCODE	Paired	Hepatocyte
R_ENCBS246MHN	0.071435660925252	-0.0634774290318003	-0.0208174091257287	0.0582312892186944	0.0174934256483462	Stomach	Roadmap	Single	Stomach
R_ENCBS699KFK	0.0709553236594768	-0.0378405835214727	-0.057577815145281	0.0970007002766204	0.012369866307327	Large Intestine	Roadmap	Single	Intestine
E_234AAA	0.066794397145523	-0.0041497503314085	0.02081860815002	-0.181706317653922	-0.0295609887348508	Lhcn-M2	ENCODE	Single	Lhcn-M2
B_S013SS11	0.0670003824227893	0.103092014698989	0.0481946113443871	0.0129786095984374	-0.0464315215206818	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS674SNK	0.0731124044969121	-0.0594180704074121	-0.0184735777819759	0.0823328522784301	-0.0514905701320545	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
B_S00CTZ11	0.0663004293723645	0.0817432300964727	0.0110016718481914	0.0138096919083639	0.143558002001217	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
R_ENCBS867ILV	0.0711089380373779	-0.0428759197688536	-0.0541240387797515	0.0932857921665785	0.00107854693347805	Large Intestine	Roadmap	Single	Intestine
B_S00Y6U11	0.0679512157338615	0.116249592341072	0.0411273768145974	0.0189479168226886	-0.015351041992612	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS796DWQ	0.0727950919494955	-0.0543339319973233	0.00688350869703816	0.0298780911010618	-0.0174373892249995	Testis	Roadmap	Single	Testis
R_ENCBS341OKA	0.0707068267727202	-0.0335932630220847	-0.0115802381679723	-0.0208102331645819	-0.00679640910663824	Ovary	Roadmap	Single	Ovary
X4116	0.0525834701403615	0.0309860664156213	-0.262131443005761	-0.0434361594430359	0.0627425263716715	Hepatocyte	DEEP	Paired	Hepatocyte
B_S00D5511	0.0663730019101507	0.108346878575217	0.0502112097875158	0.0269328770932193	-0.0598005256138205	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS263ZZU	0.0727504216150035	-0.0594784839561541	-0.0333912342223751	0.0861480950396917	-0.041109602583756	Kidney	Roadmap	Single	Kidney
R_ENCBS159PIU	0.0722062303971405	-0.0570989223591948	-0.014554437409348	0.0648795108613816	-0.00319890810614308	Stomach	Roadmap	Single	Stomach
X4111	0.057282449339099	0.039062168335419	-0.255257221786646	-0.0527210898767773	0.0447679947640631	Hepatocyte	DEEP	Paired	Hepatocyte
E_852WTL_483ENC	0.0620688304836247	0.0826322634232715	0.0410467772777586	0.0360089264968101	-0.0341594628466155	B Cell	ENCODE	Single	B Cell
B_S00HSH11	0.0656712159731335	0.0829272479116954	0.0181100866927041	0.0397620627717729	0.153397136055507	Macrophage - Lps	Blueprint	Single	Macrophage - Lps
R_ENCBS376PWL	0.073003918923195	-0.0621555468804258	-0.0153503329942809	0.0827177779543103	-0.0522760774068351	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
R_ENCBS262QPN	0.0728812437000703	-0.0633681281732571	-0.0186549647801023	0.0820623898634939	-0.0509493088441253	Renal Pelvis	Roadmap	Single	Kidney
E_328AAA	0.0677571733189524	-0.00142946640806807	0.00798070473806047	-0.192274597146069	-0.0185520024518573	Skeletal Muscle Myoblast	ENCODE	Single	Skeletal Muscle Myoblast
R_ENCBS478OZL	0.0729613304507347	-0.06489909994785	-0.0162528785928049	0.0809942865105481	-0.0482142083399964	Kidney	Roadmap	Single	Kidney
R_ENCBS993PWO	0.0731617501797278	-0.0478030356733867	0.0110975554790536	0.0581868407012329	-0.0282440597857512	Right Lung	Roadmap	Single	Lung
B_S00B2J11	0.0630146377267937	0.102559679938791	0.035948499289747	0.0329190476513932	-0.0599756755623685	Chronic Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
R_ENCBS384LIR	0.0715532725974236	-0.0743219501906106	0.0612047251152416	-0.0482629801113133	0.0627929155780493	Muscle Of Back	Roadmap	Single	Muscle Of Back
R_ENCBS023IXF	0.0704902867206577	-0.0819783828289121	0.0429696146901285	-0.0328616317722061	0.0755728447309491	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
B_S00HRJ11	0.0669548379078216	0.0809014171903304	0.0169213709372356	0.036776404220456	0.155652839635244	Macrophage	Blueprint	Single	Macrophage
E_589ENC_591ENC_818IBE_567ENC_565ENC_569ENC_564ENC_563ENC_586ENC	0.065342878066549	0.0168587560106821	-0.0176739110953895	-0.0816613534727107	-0.0455417870370945	Keratinocyte	ENCODE	Single	Keratinocyte
R_ENCBS117CVU	0.0731498299832817	-0.0491312292701941	0.0110808581666948	0.0607603948873194	-0.0370877154844213	Left Lung	Roadmap	Single	Lung
R_ENCBS078XUR	0.0732667017549103	-0.054163887567277	0.0116149579782319	0.0586354464591431	-0.0320483607012611	Left Lung	Roadmap	Single	Lung
B_S004BT12	0.064203267961762	0.0850422900909183	0.0306655747968451	-0.0144359450341303	-0.0358019924405978	Cd34-Negative, Cd41-Positive, Cd42-Positive Megakaryocyte Cell	Blueprint	Paired	Megakaryocyte
B_S00CR211	0.0668757185491029	0.084831655726382	0.0115614882725604	0.022082650690122	0.132903101302421	Macrophage	Blueprint	Single	Macrophage
B_S00Y4Y11	0.0674353501706326	0.110710571289135	0.0497163761997141	0.0162184248538544	-0.00592735923835874	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS136SDO	0.0713935822283815	-0.0702680806801511	0.055184617098573	-0.0505932100992021	0.0744461330958203	Muscle Of Back	Roadmap	Single	Muscle Of Back
R_ENCBS623YHX	0.0712269085283039	-0.040008096889488	-0.0534632577523293	0.0938382395315417	0.00435073929589893	Small Intestine	Roadmap	Single	Intestine
B_S0022I12	0.0656281655517266	0.0990255959794491	0.00375724493878516	-0.0275818143590007	0.0983874510234198	Macrophage	Blueprint	Paired	Macrophage
R_ENCBS133LAN	0.0703607208869773	-0.0357060989200296	-0.0616171701969883	0.0955477667629919	0.0131174554875462	Small Intestine	Roadmap	Single	Intestine
B_S0022I14	0.0654200343781878	0.10091771805772	0.00211192190877182	-0.0340808386062503	0.103711456466078	Inflammatory Macrophage	Blueprint	Paired	Inflammatory Macrophage
E_524RBS_291PVB	0.0679891475394445	0.0111990612226207	-0.0456433629860739	-0.0537581776929036	-0.0856813670422616	Prostate Gland	ENCODE	Paired	Prostate Gland
B_S002S312	0.0653854623080596	0.0823949014263462	0.0269159586417606	-0.0191973261666378	-0.0330355357080905	Erythroblast	Blueprint	Paired	Erythroblast
X4101	0.0568829481734608	0.0399598902721768	-0.25707988637139	-0.0515083336751037	0.0397704961939827	Hepatocyte	DEEP	Paired	Hepatocyte
E_018TPT	0.065722766871739	0.00858623068298649	0.0189069185724558	-0.0556286953937435	-0.166369089850927	Neural Progenitor Cell	ENCODE	Paired	Neural Progenitor Cell
B_S00JS911	0.0660456123618003	0.0773866128813853	0.0146750690366804	0.0425903896405279	0.168149623910493	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
R_ENCBS383OVQ	0.0721841078993901	-0.0578676207651446	-0.0221899758863587	0.0689943655700645	0.00933990543060905	Large Intestine	Roadmap	Single	Intestine
X4105	0.0550450748657864	0.0354552987901756	-0.263843248266161	-0.0534421474071488	0.0475118903280651	Hepatocyte	DEEP	Paired	Hepatocyte
X4104	0.0564238572886893	0.0328965778309709	-0.256753564538525	-0.0548456341668796	0.0282604041276147	Hepatocyte	DEEP	Paired	Hepatocyte
X4107	0.0577542215193874	0.0453798458905549	-0.246841163155125	-0.0444481450066469	0.0555131239491573	Hepatocyte	DEEP	Paired	Hepatocyte
X4109	0.0576820504799195	0.0416646982837566	-0.250761540524448	-0.0427296050025773	0.0402031632056889	Hepatocyte	DEEP	Paired	Hepatocyte
X4108	0.0582741829807817	0.0406498339636473	-0.249597542382121	-0.0484873040327521	0.0542069358918954	Hepatocyte	DEEP	Paired	Hepatocyte
E_921WWM_472LWI	0.0634754352240536	-0.000374959789034155	-0.00915292168714333	-0.145493417482103	0.0256993822486575	Gastrocnemius Medialis	ENCODE	Paired	Muscle Of Leg
R_ENCBS636QOC	0.0730823242188943	-0.0664947753203408	-0.014362638415715	0.0678433583650545	-0.0323795585860582	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
R_ENCBS261IIB	0.0709360767577183	-0.0719819281078224	0.0484718490939697	-0.0619284784659059	0.0788056330435044	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
R_ENCBS445IVN	0.0715800338989349	-0.0458305363376478	-0.0479562088581168	0.0963088608508019	-0.000484107704893037	Large Intestine	Roadmap	Single	Intestine
R_ENCBS890NFL	0.0714171698051051	-0.0532276539354425	0.0325443894433499	-0.0728196430374755	0.017086666308116	Skin Fibroblast	Roadmap	Single	Fibroblast
R_ENCBS441WEO	0.0620261352616143	-0.0228978110433025	-0.0511548734248594	0.0177588735388021	0.0854495366335452	Stomach	Roadmap	Single	Stomach
B_S00DFM11	0.0653483457652179	0.096182061920537	0.0523222324057464	0.0174301156979535	-0.0679038876037753	Acute Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
E_658GLE_376ASB	0.065160692471443	0.0250669278729099	-0.0348979034066618	-0.0287526009546361	-0.120378064252578	Thyroid Gland	ENCODE	Paired	Thyroid Gland
E_367AAA	0.0665082080389376	0.0107754610195884	0.00760865577534633	-0.15778001309249	-0.0783985573444783	Fibroblast Of Arm	ENCODE	Paired	Fibroblast
R_ENCBS825MQT	0.0716609773059775	-0.0793345923747593	0.0573085387402181	-0.0414015621610776	0.059122176800194	Muscle Of Back	Roadmap	Single	Muscle Of Back
R_ENCBS105LQM	0.0707904639468813	-0.0744843245341866	0.0610193163488627	-0.0568586196526386	0.0764400597677374	Hindlimb Muscle	Roadmap	Single	Hindlimb Muscle
B_S00CXR11	0.066688884734642	0.103437264010227	0.0473230775682915	0.0207245853638548	-0.069273363697257	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS198CXJ	0.0722537270412063	-0.00286365674425626	0.0440188654773	0.0715718625535851	0.0205659307419489	Thymus	Roadmap	Single	Thymus
R_ENCBS988KQJ	0.0707046549164663	-0.0756367253396932	0.0624967244858471	-0.0614288834527538	0.0766320947605612	Forelimb Muscle	Roadmap	Single	Forelimb Muscle
R_ENCBS467PJB	0.0732511917384277	-0.0526378295327122	0.00906943794901994	0.0608356950778534	-0.0320379784132911	Right Lung	Roadmap	Single	Lung
R_ENCBS947JRD	0.0708970201763652	-0.0794247114162317	0.0630545896568943	-0.0554184739314024	0.0721901965630232	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
R_ENCBS935VKR	0.0730210273749083	-0.0673848025410513	-0.0190109805074415	0.0741866934962141	-0.0372326791101535	Right Renal Pelvis	Roadmap	Single	Kidney
E_371OZD_227VDO	0.0671088352764157	0.0380198405011821	-0.0375170543666589	-0.0549986811742362	-0.0667136171755963	Adrenal Gland	ENCODE	Paired	Intestine
B_S00D6311	0.0650739703537743	0.104429804250183	0.0517569207591837	0.0378042559309044	-0.0828871055607592	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS200XAZ	0.0703282631222199	-0.0261316559762379	-0.016782405021033	0.0190529795874685	0.0249486250219671	Adrenal Gland	Roadmap	Single	Kidney
R_ENCBS034SKE	0.0730423316178405	-0.0628479483253763	-0.0246338798634954	0.0830236252462138	-0.0434640103417496	Kidney	Roadmap	Single	Kidney
R_ENCBS373RUA	0.0661605741612434	-0.0655486071810183	0.0239341372711979	0.0280709001496326	-0.0213325258181587	Spinal Cord	Roadmap	Single	Spinal Cord
R_ENCBS055ULH	0.0731144254182138	-0.0612568356955372	-0.0177515919855633	0.08443075899932	-0.0469600887825857	Left Renal Pelvis	Roadmap	Single	Kidney
B_S013N111	0.067424725448493	0.110188631641844	0.0505128043625156	0.0142873686533684	-0.0375389658103761	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS716QQK	0.0709110740869162	-0.0539686865704862	-0.0388158715815743	0.0904560886691481	0.00911251087173328	Stomach	Roadmap	Single	Stomach
R_ENCBS754ANY	0.0731920788752539	-0.0639674840698492	-0.0128626705779984	0.067947388078496	-0.0362698725393176	Left Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS599YIE	0.0711338960872099	-0.0505484936488104	0.028593569436058	-0.0624528649425248	0.0042762558373004	Fibroblast Of Skin Of Abdomen	Roadmap	Single	Fibroblast
B_S00XXH11	0.0670097996072841	0.116150567286188	0.0492430872669706	0.0368654823197412	-0.0412698996094826	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS818WCN	0.0731452657030082	-0.0587572423325276	-0.0179457873283341	0.0717412443990847	-0.0352623898972015	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
R_ENCBS997WGU	0.0709500049591146	-0.0380644129124433	-0.0580265353042734	0.0946327730904944	0.0113532483599131	Large Intestine	Roadmap	Single	Intestine
R_ENCBS660CJK	0.071240620281485	-0.0437305282443932	-0.0203613113629327	0.0175914506283543	0.0296587460760982	Adrenal Gland	Roadmap	Single	Kidney
R_ENCBS100DZU	0.0731528785148123	-0.0589024905940256	-0.0222850715859278	0.0740904986624122	-0.0323526330538325	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
E_020UWI_887WTT	0.0629558333427458	0.0133565227858451	-0.00807122857434688	-0.0612638585279241	-0.0792323787255767	Uterus	ENCODE	Paired	Uterus
R_ENCBS859ASH	0.0732273143404992	-0.0495999425108807	0.0108405561523794	0.0619886643838156	-0.0340873218471904	Left Lung	Roadmap	Single	Lung
B_C006NSB1	0.0609270399260984	0.0632615951655852	0.0194749909294768	-0.00988522542011289	-0.000845767399958772	Cd34-Negative, Cd41-Positive, Cd42-Positive Megakaryocyte Cell	Blueprint	Paired	Megakaryocyte
R_ENCBS878MRX	0.0721245825303812	-0.0576583981562946	-0.0139380143815687	0.0651214313358802	-0.00273463491022666	Stomach	Roadmap	Single	Stomach
R_ENCBS300UPT	0.0665023342432835	-0.0702206771522305	0.0239929251960623	0.0298371275357457	-0.0244646808323536	Spinal Cord	Roadmap	Single	Spinal Cord
E_665DRD	0.0679533422109626	-7.77567446664552e-05	0.00655271410672609	-0.187960660516224	-0.019701475898643	Skeletal Muscle Myoblast	ENCODE	Single	Skeletal Muscle Myoblast
B_S001MJ12	0.0652687534689933	0.0980373557140821	0.000306897324745516	-0.032968065545786	0.109609553032061	Inflammatory Macrophage	Blueprint	Paired	Inflammatory Macrophage
B_S00Y0511	0.0671213523127818	0.10936061496817	0.0521857529640281	0.0364887262569672	-0.048605338405143	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
E_112ENC_124GGK_774AAA_719AAA_743IPG	0.0684204036355399	-0.0054917472194393	0.0126788489379969	-0.080403718793585	-0.0394333996692756	Endothelial Cell Of Umbilical Vein	ENCODE	Single	Endothelial Cell Of Umbilical Vein
B_S001S714	0.0637815897369493	0.0955880609901561	-0.00159004650344231	-0.0385384080810148	0.125376736008269	Macrophage	Blueprint	Paired	Macrophage
B_S013RU11	0.0671573291701313	0.118345696440174	0.0488136160768906	0.0192118100261816	-0.00631267707892013	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS174IGM	0.0707983773857083	-0.0760697143907928	0.0604144352092417	-0.063715795914828	0.082494228865415	Muscle Of Back	Roadmap	Single	Muscle Of Back
