names	tissues	correlation	ontology	similarity.measure	expr.distance	status	Batch
124	SRR815845_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
125	SRR816096_Colon_Transverse	Colon	0.683014301490508	Cosine	Spearman	Spearman	Original	GTEX
126	SRR816794_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
127	SRR816818_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
128	SRR816892_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
129	SRR816969_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
130	SRR818523_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
131	SRR818749_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
132	SRR819486_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
133	SRR819690_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
134	SRR819867_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
135	SRR820186_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
136	SRR820234_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
137	SRR821043_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
138	SRR821148_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
139	SRR821176_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
140	SRR821207_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
141	SRR821356_Kidney_Cortex	Kidney	0.702847617283123	Cosine	Spearman	Spearman	Original	GTEX
142	SRR1069141_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
143	SRR1069209_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
144	SRR1069279_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
145	SRR1069514_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
146	SRR1069850_Colon_Transverse	Colon	0.683014301490508	Cosine	Spearman	Spearman	Original	GTEX
147	SRR1069943_Colon_Sigmoid	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
148	SRR1069991_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
149	SRR1070689_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
150	SRR1070863_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
151	SRR1070960_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
152	SRR1071668_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
153	SRR1071807_Kidney_Cortex	Kidney	0.637338578026545	Cosine	Spearman	Spearman	Original	GTEX
154	SRR1072578_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
155	SRR1073069_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
156	SRR1073217_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
157	SRR1073267_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
158	SRR1073341_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
159	SRR1073435_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
160	SRR1073655_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
161	SRR1073899_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
162	SRR1073971_Colon_Transverse	Colon	0.523239405806069	Cosine	Spearman	Spearman	Original	GTEX
163	SRR1074189_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
164	SRR1074239_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
165	SRR1074314_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
166	SRR1074337_Colon_Sigmoid	Colon	0.683014301490508	Cosine	Spearman	Spearman	Original	GTEX
167	SRR1074410_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
168	SRR1074694_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
169	SRR1075078_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
170	SRR1075102_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
171	SRR1075126_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
172	SRR1075530_Prostate	Prostate	-0.200159387494519	Cosine	Spearman	Spearman	Original	GTEX
173	SRR1075729_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
174	SRR1075804_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
175	SRR1076022_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
176	SRR1076120_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
177	SRR1076753_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
178	SRR1076940_Colon_Transverse	Colon	0.683014301490508	Cosine	Spearman	Spearman	Original	GTEX
179	SRR1077066_Colon_Transverse	Colon	0.523239405806069	Cosine	Spearman	Spearman	Original	GTEX
180	SRR1077380_Colon_Sigmoid	Colon	0.523239405806069	Cosine	Spearman	Spearman	Original	GTEX
181	SRR1077429_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
182	SRR1077667_Colon_Transverse	Colon	0.20027196700517	Cosine	Spearman	Spearman	Original	GTEX
183	SRR1078164_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
184	SRR1078278_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
185	SRR1078684_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
186	SRR1078855_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
187	SRR1078948_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
188	SRR1079567_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
189	SRR1080117_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
190	SRR1080222_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
191	SRR1080294_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
192	SRR1080318_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
193	SRR1080366_Kidney_Cortex	Kidney	0.637338578026545	Cosine	Spearman	Spearman	Original	GTEX
194	SRR1080696_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
195	SRR1080951_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
196	SRR1081068_Colon_Sigmoid	Colon	0.523239405806069	Cosine	Spearman	Spearman	Original	GTEX
197	SRR1081116_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
198	SRR1081184_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
199	SRR1081332_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
200	SRR1081493_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
201	SRR1081789_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
202	SRR1081813_Colon_Transverse	Colon	0.683014301490508	Cosine	Spearman	Spearman	Original	GTEX
203	SRR1082151_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
204	SRR1082238_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
205	SRR1082496_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
206	SRR1082909_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
207	SRR1083031_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
208	SRR1083125_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
209	SRR1083456_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
210	SRR1083504_Colon_Sigmoid	Colon	0.683014301490508	Cosine	Spearman	Spearman	Original	GTEX
211	SRR1083678_Colon_Sigmoid	Colon	0.683014301490508	Cosine	Spearman	Spearman	Original	GTEX
212	SRR1083732_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
213	SRR1083868_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
214	SRR1083983_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
215	SRR1084505_Colon_Sigmoid	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
216	SRR1085235_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
217	SRR1085259_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
218	SRR1085687_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
219	SRR1085759_Kidney_Cortex	Kidney	0.807021253311717	Cosine	Spearman	Spearman	Original	GTEX
220	SRR1086020_Colon_Sigmoid	Colon	0.523239405806069	Cosine	Spearman	Spearman	Original	GTEX
221	SRR1086164_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
222	SRR1086256_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
223	SRR1086441_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
224	SRR1086514_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
225	SRR1086869_Prostate	Prostate	-0.200159387494519	Cosine	Spearman	Spearman	Original	GTEX
226	SRR1087007_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
227	SRR1087271_Colon_Sigmoid	Colon	0.683014301490508	Cosine	Spearman	Spearman	Original	GTEX
228	SRR1087321_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
229	SRR1087704_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
230	SRR1087752_Colon_Transverse	Colon	0.683014301490508	Cosine	Spearman	Spearman	Original	GTEX
231	SRR1088044_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
232	SRR1088808_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
233	SRR1089207_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
234	SRR1089446_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
235	SRR1089504_Kidney_Cortex	Kidney	0.659559698636602	Cosine	Spearman	Spearman	Original	GTEX
236	SRR1089809_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
237	SRR1089926_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
238	SRR1090095_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
239	SRR1090119_Colon_Transverse	Colon	0.683014301490508	Cosine	Spearman	Spearman	Original	GTEX
240	SRR1090334_Colon_Transverse	Colon	0.523239405806069	Cosine	Spearman	Spearman	Original	GTEX
241	SRR1090383_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
242	SRR1090431_Colon_Sigmoid	Colon	0.683014301490508	Cosine	Spearman	Spearman	Original	GTEX
243	SRR1090556_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
244	SRR1090626_Colon_Transverse	Colon	0.683014301490508	Cosine	Spearman	Spearman	Original	GTEX
245	SRR1090770_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
246	SRR1090815_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
247	SRR1091054_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
248	SRR1091524_Colon_Sigmoid	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
249	SRR1091645_Prostate	Prostate	-0.200159387494519	Cosine	Spearman	Spearman	Original	GTEX
250	SRR1091865_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
251	SRR1091990_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
252	SRR1092397_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
253	SRR1092444_Prostate	Prostate	-0.200159387494519	Cosine	Spearman	Spearman	Original	GTEX
254	SRR1092468_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
255	SRR1092493_Colon_Sigmoid	Colon	0.523239405806069	Cosine	Spearman	Spearman	Original	GTEX
256	SRR1092567_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
257	SRR1092636_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
258	SRR1092749_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
259	SRR1092913_Prostate	Prostate	-0.200159387494519	Cosine	Spearman	Spearman	Original	GTEX
260	SRR1093075_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
261	SRR1093366_Colon_Sigmoid	Colon	0.523239405806069	Cosine	Spearman	Spearman	Original	GTEX
262	SRR1093697_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
263	SRR1093861_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
264	SRR1095383_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
265	SRR1095675_Colon_Transverse	Colon	0.428294454385301	Cosine	Spearman	Spearman	Original	GTEX
266	SRR1095792_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
267	SRR1095913_Liver	Liver	-0.116238830672994	Cosine	Spearman	Spearman	Original	GTEX
268	SRR1095937_Thyroid	Thyroid	0.821948537042658	Cosine	Spearman	Spearman	Original	GTEX
269	SRR1096081_Prostate	Prostate	0.463398256096632	Cosine	Spearman	Spearman	Original	GTEX
270	SRR1096924_Colon_Transverse	Colon	0.523239405806069	Cosine	Spearman	Spearman	Original	GTEX
271	SRR1097344_Prostate	Prostate	-0.200159387494519	Cosine	Spearman	Spearman	Original	GTEX
