Sample	PC1	PC2	PC3	PC4	PC5	Celltype..Original.	Consortia	Library	CellType..Condensed.
B_S00B2J11	-0.0639357649985271	-0.100938818227938	-0.000165101397356163	-0.0400763716733604	0.0494322681792203	Chronic Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
R_ENCBS384LIR	-0.0712078133257128	0.0579808783409732	-0.135084986068423	-0.0183886464811004	-0.00574651159110929	Muscle Of Back	Roadmap	Single	Muscle Of Back
R_ENCBS023IXF	-0.0710557996690765	0.0452459159883133	-0.122875165765573	-0.026579679367143	-0.0707713914808471	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
B_S00HRJ11	-0.0646945306182609	-0.10966367648812	-0.00828403520344542	-0.000868869233377916	-0.0600027904191032	Macrophage	Blueprint	Single	Macrophage
E_589ENC_591ENC_818IBE_567ENC_565ENC_569ENC_564ENC_563ENC_586ENC	-0.064900995774789	-0.0157414887840211	0.0338313993302458	0.122405269269076	-0.0360780685794588	Keratinocyte	ENCODE	Single	Keratinocyte
R_ENCBS117CVU	-0.0722648485630312	0.0553187220902015	0.0227970332161169	-0.0629697352515968	0.0733372810731584	Left Lung	Roadmap	Single	Lung
R_ENCBS078XUR	-0.0734471410957205	0.0463743398412184	0.0165522008432261	-0.0654782915657934	0.0531817389977429	Left Lung	Roadmap	Single	Lung
B_S004BT12	-0.0639893983212936	-0.103832081609788	0.000303138099853065	0.0274861175781031	0.0251448024626008	Cd34-Negative, Cd41-Positive, Cd42-Positive Megakaryocyte Cell	Blueprint	Paired	Megakaryocyte
B_S00CR211	-0.066307295095559	-0.101165670029575	-0.00367542992055964	0.00207973794864083	-0.048421623571887	Macrophage	Blueprint	Single	Macrophage
B_S00Y4Y11	-0.0648462199409947	-0.119055211109638	-0.0111431225209196	-0.02201166875932	0.018460743314809	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS136SDO	-0.0705312975520733	0.0584123283738971	-0.139127858099978	-0.02200659582032	-0.0201199629682532	Muscle Of Back	Roadmap	Single	Muscle Of Back
R_ENCBS623YHX	-0.0702068843315147	0.042235189217068	0.087432362997199	-0.0747287231502349	-0.116422495917065	Small Intestine	Roadmap	Single	Intestine
B_S0022I12	-0.0641052977269598	-0.112484058583188	-0.00794548866343786	0.0103949836783074	-0.0606597847586497	Macrophage	Blueprint	Paired	Macrophage
R_ENCBS133LAN	-0.0690002123982861	0.037103238178714	0.0937781190790863	-0.0747792394401889	-0.143329017900015	Small Intestine	Roadmap	Single	Intestine
B_S0022I14	-0.0637181306497502	-0.111512811111846	-0.0075229563855123	0.0201137637823661	-0.063778892182004	Inflammatory Macrophage	Blueprint	Paired	Inflammatory Macrophage
E_524RBS_291PVB	-0.0704178186747488	0.0210846823691646	0.0407350144430166	0.0339504584168567	-0.021004193751222	Prostate Gland	ENCODE	Paired	Prostate Gland
B_S002S312	-0.0639005962907511	-0.10664628728313	0.000700557305581523	0.0332647389960934	0.0273800457973334	Erythroblast	Blueprint	Paired	Erythroblast
X4101	-0.0685642853446403	0.0329069364362167	0.126477903863751	0.110885664203368	-0.0863420633605045	Hepatocyte	DEEP	Paired	Hepatocyte
E_018TPT	-0.0651365331641681	0.00758847426798489	0.0548329761632906	0.131389305401908	0.155466839209574	Neural Progenitor Cell	ENCODE	Paired	Neural Progenitor Cell
B_S00JS911	-0.0639535596605735	-0.108988470066784	-0.00836546458716807	0.00168291128523206	-0.0640733157369193	Macrophage – B-Glucan	Blueprint	Paired	Macrophage – B-Glucan
R_ENCBS383OVQ	-0.0718838456057197	0.0524500709305318	0.0388087792502993	-0.0721447556535633	-0.0935827633061638	Large Intestine	Roadmap	Single	Intestine
X4105	-0.067476387669944	0.0340684363823776	0.127875466960519	0.124796827917953	-0.0897929797349891	Hepatocyte	DEEP	Paired	Hepatocyte
X4104	-0.0689158328811068	0.0298307504682696	0.123855500430922	0.111019594527926	-0.0826599299689732	Hepatocyte	DEEP	Paired	Hepatocyte
X4107	-0.0694321680323418	0.0321867924246539	0.119172025068795	0.0978382938702333	-0.0893666330003211	Hepatocyte	DEEP	Paired	Hepatocyte
X4109	-0.0688932778142892	0.0371441076081968	0.123819938843952	0.103816483347647	-0.078409356221414	Hepatocyte	DEEP	Paired	Hepatocyte
X4108	-0.0693930201167732	0.0311115556954396	0.120909780569079	0.106989119583446	-0.0917740409630375	Hepatocyte	DEEP	Paired	Hepatocyte
E_921WWM_472LWI	-0.0638492959850277	0.0114026797577354	-0.0866416822500387	0.0793569713481466	-0.0679604681844831	Gastrocnemius Medialis	ENCODE	Paired	Muscle Of Leg
R_ENCBS636QOC	-0.073703298254739	0.0540152123531103	0.0508158114074634	-0.0411653324433257	0.0690369198402954	Left Renal Cortex Interstitium	Roadmap	Single	Kidney
R_ENCBS261IIB	-0.0701912446625173	0.0597333729178973	-0.140667860750513	-0.00368089099258847	-0.0288901291555368	Muscle Of Arm	Roadmap	Single	Muscle Of Arm
R_ENCBS445IVN	-0.0711148351835086	0.0435022598095388	0.0846316328888553	-0.0751457670954299	-0.102255442708549	Large Intestine	Roadmap	Single	Intestine
R_ENCBS890NFL	-0.0718402564806156	0.0397732078080707	-0.0508193909071413	0.0651904837154621	-0.000450839152021237	Skin Fibroblast	Roadmap	Single	Fibroblast
R_ENCBS441WEO	-0.0458286630107547	0.0532154046289729	0.0153245245903373	-0.0857992779126142	-0.24144166647133	Stomach	Roadmap	Single	Stomach
B_S00DFM11	-0.0644232510327282	-0.104924311446496	-0.0031168152133912	-0.0120415576843669	0.0606139341083084	Acute Lymphocytic Leukemia	Blueprint	Paired	Lymphocytic Leukemia
E_658GLE_376ASB	-0.0685191136053495	0.0415571993113366	0.0415552826305188	-0.0212021949398006	0.0558867377235048	Thyroid Gland	ENCODE	Paired	Thyroid Gland
E_367AAA	-0.0676046350904441	0.012151483515437	-0.00554652802013098	0.161229808334206	0.0276636895663807	Fibroblast Of Arm	ENCODE	Paired	Fibroblast
R_ENCBS825MQT	-0.0720757908420351	0.0578988299484059	-0.114856263647673	0.00123223104667849	-0.0107004049537776	Muscle Of Back	Roadmap	Single	Muscle Of Back
R_ENCBS105LQM	-0.070624696980241	0.0532088135163451	-0.149946819599848	-0.0194837867918407	-0.0260204689333647	Hindlimb Muscle	Roadmap	Single	Hindlimb Muscle
B_S00CXR11	-0.0665543096420871	-0.106964981850208	-0.000577390937220756	-0.0172332555709332	0.0556481599359351	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS198CXJ	-0.0720733216363494	0.00136053284380481	-0.00806249958706577	-0.0727158795089778	0.0402192625774676	Thymus	Roadmap	Single	Thymus
R_ENCBS988KQJ	-0.0705666782739389	0.0549088767059064	-0.151749777580113	-0.0104410944515347	-0.0253381947767135	Forelimb Muscle	Roadmap	Single	Forelimb Muscle
R_ENCBS467PJB	-0.07262267136761	0.0548750212390743	0.0203543890549425	-0.0681887536508426	0.0574725693686425	Right Lung	Roadmap	Single	Lung
R_ENCBS947JRD	-0.0709879151756894	0.0552666175762156	-0.144502742155412	-0.00767708731216969	-0.0189583880717288	Muscle Of Leg	Roadmap	Single	Muscle Of Leg
R_ENCBS935VKR	-0.0739045424281928	0.0517784780019319	0.0555776613527019	-0.0512459411951626	0.0673454760847915	Right Renal Pelvis	Roadmap	Single	Kidney
E_371OZD_227VDO	-0.0714757242301117	0.0242365520765569	0.0149369379667405	-0.0187126968102621	0.0162287469413885	Adrenal Gland	ENCODE	Paired	Intestine
B_S00D6311	-0.0652233566495658	-0.110897220961812	-0.0035945520930695	-0.0338445792161058	0.0551745676227777	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS200XAZ	-0.0699342606365168	0.0190384139846978	0.0235659708863911	0.0152377061271162	-0.00223001923362623	Adrenal Gland	Roadmap	Single	Kidney
R_ENCBS034SKE	-0.0734557063875105	0.0542040606986559	0.0645258204798379	-0.0578743010955915	0.0767193881778337	Kidney	Roadmap	Single	Kidney
R_ENCBS373RUA	-0.0644255732163916	0.0469561842906592	-0.00738238370462259	-0.0170864757116218	0.0655449681903575	Spinal Cord	Roadmap	Single	Spinal Cord
R_ENCBS055ULH	-0.0735729504473629	0.05055031463725	0.0615499290447225	-0.0631390818426722	0.0840536765879601	Left Renal Pelvis	Roadmap	Single	Kidney
B_S013N111	-0.0659866206863412	-0.113038713167784	-0.00832914415941859	-0.0210618388628555	0.0331463593896517	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS716QQK	-0.0721327879725719	0.0312412286967287	0.0665360055726211	-0.0753079908848287	-0.125536115760643	Stomach	Roadmap	Single	Stomach
R_ENCBS754ANY	-0.0732391980591431	0.0597654544933853	0.0521458923830791	-0.0409823272063801	0.0816464641517504	Left Renal Pelvis	Roadmap	Single	Kidney
R_ENCBS599YIE	-0.0717964074762598	0.0329849795887674	-0.0332578739186005	0.0669013911342785	0.00632201893876576	Fibroblast Of Skin Of Abdomen	Roadmap	Single	Fibroblast
B_S00XXH11	-0.0658631769509611	-0.113616323670386	-0.00531312664388352	-0.0343116772640945	0.0392336889159876	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
R_ENCBS818WCN	-0.0729581857071774	0.0598337047388251	0.0592129422163309	-0.0418921878500842	0.085196145527275	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
R_ENCBS997WGU	-0.0699496353424073	0.0391480897617747	0.0909436013282238	-0.0730839041082503	-0.130775487882845	Large Intestine	Roadmap	Single	Intestine
R_ENCBS660CJK	-0.0720341576151047	0.0322084217875017	0.0215883831511152	0.0291636495271637	-0.00670006575438015	Adrenal Gland	Roadmap	Single	Kidney
R_ENCBS100DZU	-0.0732182492584113	0.0569469548543956	0.0605417788205387	-0.0459540344326989	0.0764346408837063	Right Renal Cortex Interstitium	Roadmap	Single	Kidney
E_020UWI_887WTT	-0.0655818588029559	0.0387692992567852	-0.00526831045418942	0.00898602234556983	0.0335213237759746	Uterus	ENCODE	Paired	Uterus
R_ENCBS859ASH	-0.0723770415667214	0.0554812126196818	0.0230438417636523	-0.064814828770445	0.0707715064447558	Left Lung	Roadmap	Single	Lung
B_C006NSB1	-0.0621845531346614	-0.091501711587153	0.00590929135322656	0.0411949150080264	0.024753454325325	Cd34-Negative, Cd41-Positive, Cd42-Positive Megakaryocyte Cell	Blueprint	Paired	Megakaryocyte
R_ENCBS878MRX	-0.0735842095278341	0.0353363131887877	0.0403632107366749	-0.0501135863584398	-0.060150894527768	Stomach	Roadmap	Single	Stomach
R_ENCBS300UPT	-0.065589086624916	0.04151846231588	-0.0114206034417422	-0.0270486245969978	0.0563570737347707	Spinal Cord	Roadmap	Single	Spinal Cord
E_665DRD	-0.0684356780940898	0.0176703057041456	-0.0545688921840306	0.164578158530114	-0.0235057468810648	Skeletal Muscle Myoblast	ENCODE	Single	Skeletal Muscle Myoblast
B_S001MJ12	-0.0633993728757744	-0.111821110446485	-0.00851579277261244	0.0185098286902829	-0.066274759265651	Inflammatory Macrophage	Blueprint	Paired	Inflammatory Macrophage
B_S00Y0511	-0.0655275211360366	-0.113314619294967	-0.0026467942690234	-0.03638769194126	0.0383691022361566	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
E_112ENC_124GGK_774AAA_719AAA_743IPG	-0.0677937781951928	-0.0171093451220742	-0.00260653806921445	0.117872659299889	0.0212482152363523	Endothelial Cell Of Umbilical Vein	ENCODE	Single	Endothelial Cell Of Umbilical Vein
B_S001S714	-0.0623795055871609	-0.115882780574895	-0.00984014121846068	0.0233463914020977	-0.0746451589173036	Macrophage	Blueprint	Paired	Macrophage
B_S013RU11	-0.0652834853492867	-0.117865430543289	-0.00984655482278401	-0.0246982463893215	0.0191782754547122	Acute Myeloid Leukemia	Blueprint	Paired	Acute Myeloid Leukemia
